ID,,CS-A,Relation-A,Nuc-A,C1-A,C2-A,CN-A,A1-A,A2-A,AN-A,,CS-B,Relation-B,Nuc-B,C1-B,C2-B,CN-B,A1-B,A2-B,AN-B,,Matching,N,R,C,A,Agreement,Disagreement
1,,1,background,⟶,1,2,S,3,7,N,,1,background,⟶,1,2,S,3,5,N,,Completely identical CS,✓,✓,✓,✗,NRC,
2,,2,e-elaboration,⟵,2,2,S,1,1,N,,2,elaboration,⟵,2,2,S,1,1,N,,Completely identical CS,✓,✗,✓,✓,NCA,≠R
3,,4,evaluation-s,⟵,4,5,S,3,3,N,,4,preparation,⟶,4,4,S,5,5,N,,Completely identical CS,✗,✗,✗,✗,,"N/S, ≠R"
4,,5,reason,⟵,5,5,S,4,4,N,,5,elaboration,⟵,4,5,S,3,3,N,,Completely identical CS,✓,✗,✗,✗,N,≠R
5,,7,reason,⟵,7,7,S,6,6,N,,6,preparation,⟶,6,6,S,7,7,N,,C1=A2 and A1=C2,✗,✗,✗,✗,,"N/S, ≠R"
6,,8,condition,⟶,8,8,S,9,9,N,,8,condition,⟶,8,8,S,9,9,N,,Completely identical CS,✓,✓,✓,✓,NRCA,
7,,8-9,reason,⟶,8,10,S,11,12,N,,8-9,evaluation-s,⟵,8,10,S,1,7,N,,Completely identical CS,✗,✗,✓,✗,C,"N/S, ≠R"
8,,10,reason,⟵,10,10,S,8,9,N,,10,reason,⟵,10,10,S,8,9,N,,Completely identical CS,✓,✓,✓,✓,NRCA,
9,,11,antithesis,⟶,11,11,S,12,12,N,,11,antithesis,⟶,11,11,S,12,12,N,,Completely identical CS,✓,✓,✓,✓,NRCA,
10,,11-12,reason,⟶,8,12,S,13,13,N,,,,,,,,,,,,No matching,,,,,,
11,,,,,,,,,,,,12,interpretation,⟵,11,12,S,1,10,N,,No matching,,,,,,
12,,13,evaluation-s,⟵,8,13,S,1,7,N,,13,evaluation-s,⟵,13,13,S,1,12,N,,Completely identical CS,✓,✓,✗,✗,NR,
13,,3|6,contrast,⟷,3,5,N,6,7,N,,,,,,,,,,,,No matching,,,,,,
14,,,,,,,,,,,,3-5|6-7,contrast,⟷,1,5,N,6,7,N,,No matching,,,,,,
